考号,班级,原始分,联考排名,学校排名,班级排名
820124049,24,65,2460,1325,46
820124048,24,65,2460,1325,46
820123078,23,65,2460,1325,57
820114035,14,65,2460,1325,55
820113055,13,65,2460,1325,52
820113049,13,65,2460,1325,52
820113026,13,65,2460,1325,52
820133053,33,64,2498,1337,55
820128055,28,64,2498,1337,47
820127044,27,64,2498,1337,48
820127041,27,64,2498,1337,48
820126043,26,64,2498,1337,48
820126033,26,64,2498,1337,48
820125056,25,64,2498,1337,55
820124029,24,64,2498,1337,48
820124014,24,64,2498,1337,48
820122035,22,64,2498,1337,53
820121053,21,64,2498,1337,51
820117041,17,64,2498,1337,54
820115055,15,64,2498,1337,52
820115045,15,64,2498,1337,52
820135039,35,63,2553,1351,55
820134054,34,63,2553,1351,53
820132075,32,63,2553,1351,59
820129052,29,63,2553,1351,51
820128038,28,63,2553,1351,48
820128020,28,63,2553,1351,48
820127037,27,63,2553,1351,50
820126059,26,63,2553,1351,50
820126026,26,63,2553,1351,50
820124042,24,63,2553,1351,50
820124028,24,63,2553,1351,50
820124008,24,63,2553,1351,50
820122042,22,63,2553,1351,54
820122039,22,63,2553,1351,54
820116054,16,63,2553,1351,51
820115053,15,63,2553,1351,54
820112046,12,63,2553,1351,51
820111058,11,63,2553,1351,50
820129049,29,62,2601,1369,52
820128053,28,62,2601,1369,50
820128043,28,62,2601,1369,50
820128017,28,62,2601,1369,50
820126056,26,62,2601,1369,52
820126048,26,62,2601,1369,52
820121037,21,62,2601,1369,52
820116046,16,62,2601,1369,52
820112039,12,62,2601,1369,52
820135056,35,61,2635,1378,56
820128047,28,61,2635,1378,53
820124058,24,61,2635,1378,53
820122056,22,61,2635,1378,56
820121041,21,61,2635,1378,53
820115041,15,61,2635,1378,55
820112050,12,61,2635,1378,53
820112038,12,61,2635,1378,53
820112037,12,61,2635,1378,53
820111037,11,61,2635,1378,51
820136054,36,60,2676,1388,52
820134071,34,60,2676,1388,54
820127054,27,60,2676,1388,51
820125051,25,60,2676,1388,56
820115050,15,60,2676,1388,56
820113056,13,60,2676,1388,55
820135055,35,59,2719,1394,57
820132052,32,59,2719,1394,60
820131050,31,59,2719,1394,55
820130044,30,59,2719,1394,53
820128058,28,59,2719,1394,54
820124044,24,59,2719,1394,54
820136051,36,58,2753,1400,53
820135074,35,58,2753,1400,58
820131055,31,58,2753,1400,56
820127077,27,58,2753,1400,52
820127049,27,58,2753,1400,52
820126057,26,58,2753,1400,54
820126053,26,58,2753,1400,54
820126047,26,58,2753,1400,54
820124038,24,58,2753,1400,55
820123045,23,58,2753,1400,58
820122059,22,58,2753,1400,57
820117038,17,58,2753,1400,55
820115056,15,58,2753,1400,57
820130079,30,57,2804,1413,54
820126039,26,57,2804,1413,57
820111047,11,57,2804,1413,52
820111043,11,57,2804,1413,52
820136046,36,56,2836,1417,54
820123052,23,56,2836,1417,59
820122033,22,56,2836,1417,58
820117050,17,56,2836,1417,56
820116040,16,56,2836,1417,53
820115018,15,56,2836,1417,58
820134055,34,54,2895,1423,55
820134036,34,54,2895,1423,55
820132076,32,54,2895,1423,61
820130042,30,54,2895,1423,55
820122061,22,54,2895,1423,59
820121054,21,54,2895,1423,54
820121050,21,54,2895,1423,54
820117035,17,54,2895,1423,57
820116058,16,54,2895,1423,54
820112041,12,54,2895,1423,56
820111041,11,54,2895,1423,54
820126032,26,53,2923,1434,58
820122057,22,53,2923,1434,60
820117057,17,53,2923,1434,58
820111074,11,53,2923,1434,55
820127050,27,52,2945,1438,54
820125037,25,52,2945,1438,57
820124056,24,52,2945,1438,56
820121034,21,52,2945,1438,56
820121031,21,52,2945,1438,56
820115051,15,52,2945,1438,59
820125049,25,51,2975,1444,58
820124055,24,51,2975,1444,57
820112054,12,51,2975,1444,57
820111040,11,51,2975,1444,56
820128052,28,50,2997,1448,55
820124047,24,50,2997,1448,58
820124043,24,50,2997,1448,58
820116049,16,50,2997,1448,55
820129054,29,49,3019,1452,53
820116053,16,49,3019,1452,56
820112043,12,49,3019,1452,58
820116036,16,48,3037,1455,57
820114057,14,48,3037,1455,56
820111077,11,48,3037,1455,57
820126054,26,47,3058,1458,59
820112058,12,47,3058,1458,59
820134078,34,46,3079,1460,57
820131048,31,46,3079,1460,57
820111045,11,46,3079,1460,58
820128045,28,45,3090,1463,56
820115052,15,45,3090,1463,60
820112052,12,45,3090,1463,60
820127034,27,44,3102,1466,55
820121057,21,44,3102,1466,58
820128050,28,42,3125,1468,57
820131076,31,41,3137,1469,58
820121042,21,41,3137,1469,59
820111055,11,41,3137,1469,59
820128061,28,39,3164,1472,58
820121058,21,39,3164,1472,60
820117055,17,39,3164,1472,59
820117058,17,37,3184,1475,60
820136047,36,36,3196,1476,55
820116052,16,35,3206,1477,58
820124057,24,33,3238,1478,60
820116056,16,33,3238,1478,59
820111051,11,33,3238,1478,60
820112060,12,25,3295,1481,61
820133019,33,24,3316,1482,56
820133077,33,0,3443,1483,57
820117061,17,0,3443,1483,61
820117033,17,0,3443,1483,61
820113041,13,0,3443,1483,56
820110095,10,0,3443,1483,51
